# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
34.1          	3.5366030e-02	7.1607270e-03	1.1836020e-02	1.1836020e-02
34.2          	3.5506770e-02	7.1632630e-03	1.1845210e-02	1.1845210e-02
34.3          	3.5486820e-02	7.1645280e-03	1.1853630e-02	1.1853640e-02
34.4          	3.5707310e-02	7.1656920e-03	1.1862300e-02	1.1862280e-02
34.5          	3.5572010e-02	7.1699820e-03	1.1866940e-02	1.1866940e-02
34.6          	3.5500440e-02	7.1751060e-03	1.1872820e-02	1.1872800e-02
34.7          	3.5292980e-02	7.1803930e-03	1.1878980e-02	1.1879000e-02
34.8          	3.5373740e-02	7.1877900e-03	1.1887870e-02	1.1887860e-02
34.9          	3.5443900e-02	7.1952750e-03	1.1897230e-02	1.1897220e-02
35            	3.5571440e-02	7.1990290e-03	1.1904560e-02	1.1904590e-02
35.1          	3.5735430e-02	7.2006920e-03	1.1911330e-02	1.1911320e-02
35.2          	3.5840140e-02	7.2043230e-03	1.1919440e-02	1.1919440e-02
35.3          	3.5858830e-02	7.2068400e-03	1.1928740e-02	1.1928740e-02
35.4          	3.5710550e-02	7.2102310e-03	1.1938580e-02	1.1938560e-02
35.5          	3.5741010e-02	7.2164620e-03	1.1949070e-02	1.1949110e-02
35.6          	3.5812840e-02	7.2232370e-03	1.1962440e-02	1.1962410e-02
35.7          	3.5478540e-02	7.2286590e-03	1.1973690e-02	1.1973710e-02
35.8          	3.5890900e-02	7.2374800e-03	1.1982490e-02	1.1982460e-02
35.9          	3.6044970e-02	7.2436380e-03	1.1990520e-02	1.1990530e-02
36            	3.5940520e-02	7.2482060e-03	1.1994420e-02	1.1994430e-02
36.1          	3.5816410e-02	7.2540770e-03	1.2002490e-02	1.2002460e-02
36.2          	3.6384210e-02	7.2618830e-03	1.2012470e-02	1.2012500e-02
36.3          	3.6219110e-02	7.2674260e-03	1.2022110e-02	1.2022090e-02
36.4          	3.6262490e-02	7.2739230e-03	1.2030360e-02	1.2030370e-02
36.5          	3.6343040e-02	7.2811120e-03	1.2040810e-02	1.2040790e-02
36.6          	3.6094290e-02	7.2875410e-03	1.2055550e-02	1.2055550e-02
36.7          	3.6388780e-02	7.2940050e-03	1.2067150e-02	1.2067140e-02
36.8          	3.6694340e-02	7.2977980e-03	1.2075910e-02	1.2075910e-02
36.9          	3.6689100e-02	7.3007720e-03	1.2084640e-02	1.2084630e-02
37            	3.6628720e-02	7.3055640e-03	1.2092530e-02	1.2092530e-02
37.1          	3.6573900e-02	7.3102070e-03	1.2101270e-02	1.2101260e-02
37.2          	3.6690860e-02	7.3159010e-03	1.2109060e-02	1.2109050e-02
37.3          	3.6579560e-02	7.3239400e-03	1.2116540e-02	1.2116540e-02
37.4          	3.6525430e-02	7.3299780e-03	1.2125260e-02	1.2125260e-02
37.5          	3.6595540e-02	7.3317970e-03	1.2137280e-02	1.2137280e-02
37.6          	3.6430200e-02	7.3349840e-03	1.2148120e-02	1.2148110e-02
37.7          	3.6493970e-02	7.3395500e-03	1.2162410e-02	1.2162410e-02
37.8          	3.6770020e-02	7.3444870e-03	1.2176610e-02	1.2176600e-02
37.9          	3.6584110e-02	7.3489820e-03	1.2189130e-02	1.2189120e-02
38            	3.6577670e-02	7.3509910e-03	1.2200810e-02	1.2200800e-02
38.1          	3.6830260e-02	7.3537590e-03	1.2214550e-02	1.2214540e-02
38.2          	3.6843480e-02	7.3595090e-03	1.2228350e-02	1.2228340e-02
38.3          	3.6838600e-02	7.3681930e-03	1.2240800e-02	1.2240790e-02
38.4          	3.6992560e-02	7.3767040e-03	1.2254020e-02	1.2254010e-02
38.5          	3.6974380e-02	7.3824190e-03	1.2268190e-02	1.2268180e-02
38.6          	3.7053690e-02	7.3859750e-03	1.2285470e-02	1.2285460e-02
38.7          	3.7087160e-02	7.3910440e-03	1.2301480e-02	1.2301480e-02
38.8          	3.7096030e-02	7.3977380e-03	1.2317130e-02	1.2317130e-02
38.9          	3.7053020e-02	7.4048000e-03	1.2331040e-02	1.2331030e-02
39            	3.7224600e-02	7.4105820e-03	1.2345770e-02	1.2345760e-02
39.1          	3.7159680e-02	7.4163960e-03	1.2362940e-02	1.2362940e-02
39.2          	3.7454030e-02	7.4225020e-03	1.2381080e-02	1.2381070e-02
39.3          	3.7394800e-02	7.4249510e-03	1.2397000e-02	1.2397000e-02
39.4          	3.7506850e-02	7.4258470e-03	1.2411230e-02	1.2411230e-02
39.5          	3.7496740e-02	7.4296020e-03	1.2425610e-02	1.2425600e-02
39.6          	3.7509040e-02	7.4360520e-03	1.2442790e-02	1.2442790e-02
39.7          	3.7531270e-02	7.4413150e-03	1.2456760e-02	1.2456760e-02
39.8          	3.7436090e-02	7.4479600e-03	1.2465770e-02	1.2465770e-02
39.9          	3.7439230e-02	7.4487340e-03	1.2474980e-02	1.2474980e-02
40            	3.7626600e-02	7.4500400e-03	1.2485860e-02	1.2485850e-02
40.1          	3.7831140e-02	7.4507740e-03	1.2495180e-02	1.2495170e-02
40.2          	3.8048330e-02	7.4531210e-03	1.2504380e-02	1.2504370e-02
40.3          	3.8127880e-02	7.4594660e-03	1.2512480e-02	1.2512470e-02
40.4          	3.8032040e-02	7.4669040e-03	1.2520410e-02	1.2520400e-02
40.5          	3.7851850e-02	7.4717960e-03	1.2532180e-02	1.2532170e-02
40.6          	3.7802820e-02	7.4794140e-03	1.2543170e-02	1.2543160e-02
40.7          	3.7943410e-02	7.4852510e-03	1.2555020e-02	1.2555010e-02
40.8          	3.8026970e-02	7.4872130e-03	1.2569090e-02	1.2569090e-02
40.9          	3.8051650e-02	7.4904310e-03	1.2581470e-02	1.2581460e-02
41            	3.8358530e-02	7.4917470e-03	1.2591430e-02	1.2591430e-02
41.1          	3.8483820e-02	7.4949940e-03	1.2601690e-02	1.2601690e-02
41.2          	3.8537080e-02	7.4991630e-03	1.2612500e-02	1.2612490e-02
41.3          	3.8557470e-02	7.5042490e-03	1.2624080e-02	1.2624070e-02
41.4          	3.8726490e-02	7.5100930e-03	1.2639880e-02	1.2639870e-02
41.5          	3.8688990e-02	7.5166870e-03	1.2655100e-02	1.2655090e-02
41.6          	3.9100880e-02	7.5204170e-03	1.2668460e-02	1.2668460e-02
41.7          	3.9065480e-02	7.5221610e-03	1.2679570e-02	1.2679560e-02
41.8          	3.9008350e-02	7.5237240e-03	1.2688380e-02	1.2688380e-02
41.9          	3.8957710e-02	7.5276380e-03	1.2696110e-02	1.2696110e-02
42            	3.8798030e-02	7.5331520e-03	1.2704380e-02	1.2704380e-02
42.1          	3.8552040e-02	7.5366300e-03	1.2714170e-02	1.2714160e-02
42.2          	3.8999410e-02	7.5388300e-03	1.2722530e-02	1.2722530e-02
42.3          	3.8959480e-02	7.5416340e-03	1.2732560e-02	1.2732560e-02
42.4          	3.9133450e-02	7.5473660e-03	1.2741110e-02	1.2741110e-02
42.5          	3.9179160e-02	7.5538120e-03	1.2749230e-02	1.2749230e-02
42.6          	3.9098790e-02	7.5592000e-03	1.2759490e-02	1.2759490e-02
42.7          	3.9293810e-02	7.5627390e-03	1.2769860e-02	1.2769860e-02
42.8          	3.9273350e-02	7.5674930e-03	1.2779080e-02	1.2779090e-02
42.9          	3.9391620e-02	7.5714300e-03	1.2790320e-02	1.2790320e-02
43            	3.9406940e-02	7.5750930e-03	1.2801860e-02	1.2801870e-02
43.1          	3.9362930e-02	7.5781850e-03	1.2811480e-02	1.2811490e-02
43.2          	3.9316290e-02	7.5824930e-03	1.2819260e-02	1.2819280e-02
43.3          	3.9599190e-02	7.5876960e-03	1.2829250e-02	1.2829260e-02
43.4          	3.9729960e-02	7.5955120e-03	1.2838160e-02	1.2838170e-02
43.5          	3.9803330e-02	7.6037960e-03	1.2844270e-02	1.2844280e-02
43.6          	3.9687700e-02	7.6116820e-03	1.2852070e-02	1.2852070e-02
43.7          	3.9648450e-02	7.6177980e-03	1.2862360e-02	1.2862380e-02
43.8          	3.9823090e-02	7.6202950e-03	1.2872140e-02	1.2872130e-02
43.9          	3.9804760e-02	7.6232510e-03	1.2880340e-02	1.2880350e-02
44            	3.9788390e-02	7.6238660e-03	1.2891990e-02	1.2891980e-02
44.1          	3.9693870e-02	7.6220990e-03	1.2904010e-02	1.2904020e-02
44.2          	3.9722280e-02	7.6219360e-03	1.2916570e-02	1.2916580e-02
44.3          	3.9794850e-02	7.6232870e-03	1.2928630e-02	1.2928620e-02
44.4          	3.9753310e-02	7.6252640e-03	1.2934390e-02	1.2934410e-02
44.5          	3.9744670e-02	7.6264580e-03	1.2938100e-02	1.2938090e-02
44.6          	3.9614110e-02	7.6278700e-03	1.2941920e-02	1.2941920e-02
44.7          	3.9718250e-02	7.6278940e-03	1.2945590e-02	1.2945590e-02
44.8          	3.9741300e-02	7.6302560e-03	1.2949860e-02	1.2949860e-02
44.9          	3.9720180e-02	7.6316780e-03	1.2954780e-02	1.2954780e-02
45            	3.9860580e-02	7.6318170e-03	1.2961220e-02	1.2961220e-02
45.1          	3.9852470e-02	7.6314350e-03	1.2969020e-02	1.2969030e-02
45.2          	3.9902950e-02	7.6329720e-03	1.2977960e-02	1.2977970e-02
45.3          	3.9788280e-02	7.6351630e-03	1.2984780e-02	1.2984780e-02
45.4          	3.9498860e-02	7.6400250e-03	1.2990370e-02	1.2990380e-02
45.5          	3.9417900e-02	7.6423140e-03	1.2996940e-02	1.2996940e-02
45.6          	3.9437610e-02	7.6429430e-03	1.3002710e-02	1.3002710e-02
45.7          	3.9507480e-02	7.6423510e-03	1.3008600e-02	1.3008590e-02
45.8          	3.9708330e-02	7.6417460e-03	1.3015260e-02	1.3015260e-02
45.9          	3.9822500e-02	7.6447650e-03	1.3020110e-02	1.3020110e-02
46            	3.9786590e-02	7.6445930e-03	1.3026390e-02	1.3026390e-02
46.1          	3.9660170e-02	7.6500120e-03	1.3033910e-02	1.3033920e-02
46.2          	3.9663650e-02	7.6544760e-03	1.3042310e-02	1.3042310e-02
46.3          	3.9689230e-02	7.6580260e-03	1.3052060e-02	1.3052070e-02
46.4          	3.9646100e-02	7.6598320e-03	1.3059990e-02	1.3059980e-02
46.5          	3.9589000e-02	7.6613960e-03	1.3066840e-02	1.3066830e-02
46.6          	3.9785140e-02	7.6635630e-03	1.3069930e-02	1.3069930e-02
46.7          	3.9761880e-02	7.6668770e-03	1.3073190e-02	1.3073180e-02
46.8          	3.9681680e-02	7.6682280e-03	1.3079560e-02	1.3079570e-02
46.9          	3.9852790e-02	7.6671220e-03	1.3086860e-02	1.3086870e-02
47            	3.9777350e-02	7.6676020e-03	1.3094370e-02	1.3094370e-02
47.1          	3.9824730e-02	7.6690700e-03	1.3103310e-02	1.3103310e-02
47.2          	3.9719570e-02	7.6717640e-03	1.3109440e-02	1.3109430e-02
47.3          	3.9844440e-02	7.6774890e-03	1.3114320e-02	1.3114300e-02
47.4          	3.9670970e-02	7.6808880e-03	1.3117960e-02	1.3117950e-02
47.5          	3.9710520e-02	7.6836330e-03	1.3124380e-02	1.3124370e-02
47.6          	3.9850000e-02	7.6866560e-03	1.3133020e-02	1.3133020e-02
47.7          	3.9928630e-02	7.6883280e-03	1.3140090e-02	1.3140080e-02
47.8          	3.9922560e-02	7.6895140e-03	1.3144330e-02	1.3144320e-02
47.9          	3.9878610e-02	7.6892530e-03	1.3147920e-02	1.3147910e-02
48            	3.9892670e-02	7.6922310e-03	1.3149200e-02	1.3149180e-02
48.1          	4.0076100e-02	7.6986760e-03	1.3154440e-02	1.3154430e-02
48.2          	4.0136910e-02	7.7047230e-03	1.3161150e-02	1.3161150e-02
48.3          	4.0170000e-02	7.7066190e-03	1.3167230e-02	1.3167260e-02
48.4          	4.0250570e-02	7.7068070e-03	1.3172210e-02	1.3172250e-02
48.5          	4.0302220e-02	7.7080850e-03	1.3179690e-02	1.3179730e-02
48.6          	4.0363340e-02	7.7092610e-03	1.3189980e-02	1.3190020e-02
48.7          	4.0478280e-02	7.7099520e-03	1.3200210e-02	1.3200240e-02
48.8          	4.0355300e-02	7.7112600e-03	1.3206220e-02	1.3206240e-02
48.9          	4.0202670e-02	7.7120280e-03	1.3210550e-02	1.3210570e-02
49            	4.0232500e-02	7.7150600e-03	1.3215590e-02	1.3215610e-02
49.1          	4.0337370e-02	7.7194370e-03	1.3219620e-02	1.3219640e-02
49.2          	4.0466840e-02	7.7233100e-03	1.3230530e-02	1.3230490e-02
49.3          	4.0356830e-02	7.7245470e-03	1.3243100e-02	1.3243090e-02
49.4          	4.0422980e-02	7.7242910e-03	1.3251300e-02	1.3251250e-02
49.5          	4.0598470e-02	7.7253580e-03	1.3258690e-02	1.3258670e-02
49.6          	4.0564650e-02	7.7270810e-03	1.3265610e-02	1.3265550e-02
49.7          	4.0489610e-02	7.7287200e-03	1.3273360e-02	1.3273370e-02
49.8          	4.0615610e-02	7.7321890e-03	1.3283370e-02	1.3283340e-02
49.9          	4.0554460e-02	7.7379520e-03	1.3289690e-02	1.3289660e-02
50            	4.0620780e-02	7.7440360e-03	1.3294610e-02	1.3294560e-02
50.1          	4.0537810e-02	7.7492160e-03	1.3301130e-02	1.3301120e-02
50.2          	4.0612660e-02	7.7541440e-03	1.3313150e-02	1.3313160e-02
50.3          	4.0685570e-02	7.7583180e-03	1.3323910e-02	1.3323910e-02
50.4          	4.0744620e-02	7.7614620e-03	1.3331640e-02	1.3331660e-02
50.5          	4.0672210e-02	7.7623790e-03	1.3337290e-02	1.3337290e-02
50.6          	4.0603890e-02	7.7624060e-03	1.3344540e-02	1.3344530e-02
50.7          	4.0651190e-02	7.7684900e-03	1.3351890e-02	1.3351840e-02
50.8          	4.0720150e-02	7.7758050e-03	1.3360630e-02	1.3360580e-02
50.9          	4.0830710e-02	7.7816260e-03	1.3370080e-02	1.3370020e-02
51            	4.0790330e-02	7.7856570e-03	1.3378900e-02	1.3378830e-02
51.1          	4.0832140e-02	7.7872200e-03	1.3388370e-02	1.3388290e-02
51.2          	4.0966450e-02	7.7871300e-03	1.3397230e-02	1.3397150e-02
51.3          	4.0845530e-02	7.7889010e-03	1.3405150e-02	1.3405050e-02
51.4          	4.1129920e-02	7.7928810e-03	1.3414280e-02	1.3414230e-02
51.5          	4.0944720e-02	7.7957190e-03	1.3423040e-02	1.3422950e-02
51.6          	4.0899030e-02	7.7974060e-03	1.3432150e-02	1.3432120e-02
51.7          	4.0941010e-02	7.8002150e-03	1.3439660e-02	1.3439560e-02
51.8          	4.1041590e-02	7.8026240e-03	1.3445560e-02	1.3445490e-02
51.9          	4.1014170e-02	7.8043530e-03	1.3451700e-02	1.3451670e-02
52            	4.1172050e-02	7.8068740e-03	1.3461640e-02	1.3461590e-02
52.1          	4.0888520e-02	7.8058340e-03	1.3471510e-02	1.3471460e-02
52.2          	4.1094260e-02	7.8026100e-03	1.3481070e-02	1.3481020e-02
52.3          	4.1041330e-02	7.8008410e-03	1.3487270e-02	1.3487260e-02
52.4          	4.1071750e-02	7.7939210e-03	1.3493110e-02	1.3493180e-02
52.5          	4.0933460e-02	7.7925710e-03	1.3501640e-02	1.3501740e-02
52.6          	4.0845370e-02	7.7939390e-03	1.3508250e-02	1.3508330e-02
52.7          	4.0913850e-02	7.7945790e-03	1.3513230e-02	1.3513290e-02
52.8          	4.0773680e-02	7.7953700e-03	1.3519370e-02	1.3519460e-02
52.9          	4.0931910e-02	7.7935030e-03	1.3525250e-02	1.3525340e-02
53            	4.0791170e-02	7.7922300e-03	1.3529210e-02	1.3529350e-02
53.1          	4.0715240e-02	7.7950630e-03	1.3531560e-02	1.3531670e-02
53.2          	4.0728850e-02	7.7938220e-03	1.3533330e-02	1.3533410e-02
53.3          	4.0706000e-02	7.7924580e-03	1.3534750e-02	1.3534830e-02
53.4          	4.0733460e-02	7.7913830e-03	1.3539170e-02	1.3539250e-02
53.5          	4.1043800e-02	7.7914970e-03	1.3543680e-02	1.3543770e-02
53.6          	4.1221010e-02	7.7901560e-03	1.3550410e-02	1.3550480e-02
53.7          	4.1049600e-02	7.7881840e-03	1.3557630e-02	1.3557720e-02
53.8          	4.0961430e-02	7.7922400e-03	1.3564500e-02	1.3564630e-02
53.9          	4.1003810e-02	7.7952060e-03	1.3571230e-02	1.3571350e-02
54            	4.1045680e-02	7.7973890e-03	1.3574560e-02	1.3574610e-02
54.1          	4.1228560e-02	7.7968110e-03	1.3575750e-02	1.3575750e-02
54.2          	4.1195670e-02	7.7969500e-03	1.3579260e-02	1.3579270e-02
54.3          	4.1216330e-02	7.7997150e-03	1.3584740e-02	1.3584700e-02
54.4          	4.1120870e-02	7.8014520e-03	1.3591210e-02	1.3591190e-02
54.5          	4.1427560e-02	7.8047760e-03	1.3598200e-02	1.3598200e-02
54.6          	4.1627760e-02	7.8056090e-03	1.3602390e-02	1.3602440e-02
54.7          	4.1379450e-02	7.8075270e-03	1.3606860e-02	1.3606880e-02
54.8          	4.1456260e-02	7.8115800e-03	1.3609670e-02	1.3609690e-02
54.9          	4.1398470e-02	7.8137840e-03	1.3612470e-02	1.3612490e-02
55            	4.1479400e-02	7.8147590e-03	1.3619270e-02	1.3619270e-02
55.1          	4.1306180e-02	7.8156590e-03	1.3628190e-02	1.3628200e-02
55.2          	4.1188770e-02	7.8187140e-03	1.3635660e-02	1.3635660e-02
55.3          	4.1428850e-02	7.8235930e-03	1.3643780e-02	1.3643730e-02
55.4          	4.1245560e-02	7.8303520e-03	1.3649810e-02	1.3649750e-02
55.5          	4.1479530e-02	7.8357420e-03	1.3657090e-02	1.3657140e-02
55.6          	4.1456370e-02	7.8397400e-03	1.3663850e-02	1.3664040e-02
55.7          	4.1463170e-02	7.8416950e-03	1.3670400e-02	1.3670660e-02
55.8          	4.1623690e-02	7.8414520e-03	1.3679660e-02	1.3679840e-02
55.9          	4.1431180e-02	7.8405920e-03	1.3683800e-02	1.3684000e-02
56            	4.1537380e-02	7.8373090e-03	1.3688200e-02	1.3688370e-02
56.1          	4.1654850e-02	7.8351540e-03	1.3694080e-02	1.3694370e-02
56.2          	4.1648970e-02	7.8348940e-03	1.3699240e-02	1.3699560e-02
56.3          	4.1820900e-02	7.8378430e-03	1.3705780e-02	1.3706180e-02
56.4          	4.1774580e-02	7.8421950e-03	1.3711050e-02	1.3711430e-02
56.5          	4.2034480e-02	7.8445190e-03	1.3714680e-02	1.3715070e-02
56.6          	4.1807980e-02	7.8461310e-03	1.3718240e-02	1.3718640e-02
56.7          	4.1692670e-02	7.8453880e-03	1.3724840e-02	1.3725280e-02
56.8          	4.1692990e-02	7.8435380e-03	1.3731170e-02	1.3731640e-02
56.9          	4.1965140e-02	7.8407820e-03	1.3734770e-02	1.3735340e-02
57            	4.1658320e-02	7.8364240e-03	1.3736080e-02	1.3736740e-02
57.1          	4.1731750e-02	7.8369770e-03	1.3738500e-02	1.3739200e-02
57.2          	4.1805680e-02	7.8373520e-03	1.3739960e-02	1.3740670e-02
57.3          	4.1661970e-02	7.8368520e-03	1.3742010e-02	1.3742750e-02
57.4          	4.1683970e-02	7.8355010e-03	1.3744800e-02	1.3745540e-02
57.5          	4.1560090e-02	7.8325880e-03	1.3749700e-02	1.3750390e-02
57.6          	4.1673460e-02	7.8319940e-03	1.3750440e-02	1.3751070e-02
57.7          	4.1735900e-02	7.8317700e-03	1.3751090e-02	1.3751700e-02
57.8          	4.1780010e-02	7.8314350e-03	1.3752040e-02	1.3752730e-02
57.9          	4.1774610e-02	7.8297100e-03	1.3753380e-02	1.3754080e-02
58            	4.1866580e-02	7.8291840e-03	1.3755320e-02	1.3755850e-02
58.1          	4.1861820e-02	7.8299550e-03	1.3753140e-02	1.3753530e-02
58.2          	4.1582510e-02	7.8312630e-03	1.3751980e-02	1.3752350e-02
58.3          	4.1711650e-02	7.8321660e-03	1.3750920e-02	1.3751320e-02
58.4          	4.1688060e-02	7.8295920e-03	1.3752440e-02	1.3752880e-02
58.5          	4.1880550e-02	7.8307460e-03	1.3753820e-02	1.3754190e-02
58.6          	4.1878820e-02	7.8323200e-03	1.3752940e-02	1.3753250e-02
58.7          	4.1834750e-02	7.8332760e-03	1.3753630e-02	1.3753870e-02
58.8          	4.1957950e-02	7.8322710e-03	1.3755010e-02	1.3755270e-02
58.9          	4.1827250e-02	7.8299330e-03	1.3755450e-02	1.3755640e-02
59            	4.1763600e-02	7.8272090e-03	1.3752520e-02	1.3752740e-02
59.1          	4.1788680e-02	7.8281590e-03	1.3747930e-02	1.3748290e-02
59.2          	4.1926960e-02	7.8289880e-03	1.3744400e-02	1.3744990e-02
59.3          	4.1886940e-02	7.8295870e-03	1.3741530e-02	1.3742350e-02
59.4          	4.1720760e-02	7.8285230e-03	1.3741560e-02	1.3742480e-02
59.5          	4.1978300e-02	7.8295060e-03	1.3740240e-02	1.3741260e-02
59.6          	4.1868240e-02	7.8302830e-03	1.3736880e-02	1.3737800e-02
59.7          	4.1866780e-02	7.8280860e-03	1.3734210e-02	1.3735180e-02
59.8          	4.1812400e-02	7.8238160e-03	1.3730250e-02	1.3731210e-02
59.9          	4.1843130e-02	7.8230610e-03	1.3724860e-02	1.3725870e-02
60            	4.1749740e-02	7.8228310e-03	1.3721440e-02	1.3722290e-02
60.1          	4.1790510e-02	7.8235350e-03	1.3719680e-02	1.3720310e-02
60.2          	4.1744800e-02	7.8205300e-03	1.3719190e-02	1.3719990e-02
60.3          	4.1932560e-02	7.8164220e-03	1.3720220e-02	1.3720980e-02
60.4          	4.1729710e-02	7.8110990e-03	1.3721740e-02	1.3722560e-02
60.5          	4.1872580e-02	7.8074880e-03	1.3719860e-02	1.3720700e-02
60.6          	4.1959230e-02	7.8043060e-03	1.3715550e-02	1.3716360e-02
60.7          	4.1689810e-02	7.8033650e-03	1.3707530e-02	1.3708590e-02
60.8          	4.1567110e-02	7.8022840e-03	1.3699920e-02	1.3700910e-02
60.9          	4.1624340e-02	7.8024700e-03	1.3692520e-02	1.3693470e-02
61            	4.1609490e-02	7.7999240e-03	1.3688650e-02	1.3689540e-02
61.1          	4.1533670e-02	7.7994400e-03	1.3686130e-02	1.3687080e-02
61.2          	4.1491920e-02	7.7970920e-03	1.3686820e-02	1.3687570e-02
61.3          	4.1415160e-02	7.7935170e-03	1.3685080e-02	1.3685810e-02
61.4          	4.1497350e-02	7.7879320e-03	1.3681430e-02	1.3682130e-02
61.5          	4.1454740e-02	7.7840290e-03	1.3675410e-02	1.3676210e-02
61.6          	4.1564550e-02	7.7811240e-03	1.3672080e-02	1.3672750e-02
61.7          	4.1533900e-02	7.7806030e-03	1.3668950e-02	1.3669460e-02
61.8          	4.1520550e-02	7.7798020e-03	1.3663950e-02	1.3664230e-02
61.9          	4.1347670e-02	7.7784640e-03	1.3657800e-02	1.3657790e-02
62            	4.1632960e-02	7.7763680e-03	1.3652300e-02	1.3651950e-02
62.1          	4.1688640e-02	7.7767450e-03	1.3649300e-02	1.3648810e-02
62.2          	4.1529540e-02	7.7775060e-03	1.3646460e-02	1.3645970e-02
62.3          	4.1426280e-02	7.7776100e-03	1.3643130e-02	1.3642290e-02
62.4          	4.1490720e-02	7.7761020e-03	1.3638150e-02	1.3637240e-02
62.5          	4.1632330e-02	7.7736250e-03	1.3634660e-02	1.3634100e-02
62.6          	4.1501240e-02	7.7723570e-03	1.3631280e-02	1.3631030e-02
62.7          	4.1435850e-02	7.7730060e-03	1.3627910e-02	1.3627800e-02
62.8          	4.1641380e-02	7.7730400e-03	1.3624800e-02	1.3624810e-02
62.9          	4.1541440e-02	7.7736440e-03	1.3620620e-02	1.3620640e-02
63            	4.1441790e-02	7.7738160e-03	1.3616960e-02	1.3616960e-02
63.1          	4.1620040e-02	7.7734450e-03	1.3614070e-02	1.3613870e-02
63.2          	4.1577170e-02	7.7742750e-03	1.3610650e-02	1.3610290e-02
63.3          	4.1542200e-02	7.7770060e-03	1.3606630e-02	1.3606400e-02
63.4          	4.1481630e-02	7.7801660e-03	1.3604450e-02	1.3604260e-02
